,CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
1980,H056 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2296721,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1,0,1,0,2,86550.0,89287,2737.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,44473.88,44473.88,-8405.56,0.0,0,80542.2,10,2022-10-20
1981,H057 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2297108,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1,0,0,0,1,1177.0,1200,23.0,LIDO,0,275.05,0.0,-25.99,0.0,0,249.06,10,2022-10-20
1982,H058 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,9611070,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1,0,0,0,1,7595.0,8051,456.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,6549.22,6549.22,-1237.8,0.0,0,11860.64,10,2022-10-20
1983,H059 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2296675,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1,0,0,0,1,331.0,342,11.0,LIDO,0,101.17,101.17,-19.12,0.0,0,183.22,10,2022-10-20
1984,H060 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,5329663,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1,0,0,0,1,80.0,203,123.0,LIDO,0,1724.05,1724.05,-325.84,0.0,0,3122.26,10,2022-10-20
1985,H061 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2296870,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1,0,1,0,2,2385.0,2362,0.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,70.16,70.16,-13.26,0.0,0,127.06,10,2022-10-20
1986,H062 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,15023672,Trindade,C11C010415,H062,CASAN,Florianópolis - Trindade,CFM  Bloco EFI,1,0,0,0,1,5820.0,6833,1013.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,14620.15,14620.15,-2763.2,0.0,0,26477.1,10,2022-10-20
1987,H066 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,17091764,Trindade,F11C000153,H066,CASAN,Florianópolis - Trindade,"CCB - Blocos E, F e G e Biotério (BIC 12)",1,0,0,0,1,8802.0,9910,1108.0,MÉDIO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,15996.7,0.0,-1511.69,0.0,0,14485.01,10,2022-10-20
1988,H072 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2297167,CCA - Itacorubi,B10C017343,H072,CASAN,Florianópolis - Outros,CCA 1,1,0,0,0,1,7457.0,7738,281.0,MÉDIO,VIDRO DO HIDROMETRO SUADO,4013.47,0.0,-379.27,0.0,0,3634.2,10,2022-10-20
1989,H073 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2297175,CCA - Itacorubi,A05S578217,H073,CASAN,Florianópolis - Outros,CCA  Estação Experimental de Aquicultura,1,0,0,0,1,2435.0,2564,129.0,MÉDIO,MÉDIA,1810.99,0.0,-171.14,0.0,0,1639.85,10,2022-10-20
1990,H074 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2297183,CCA - Itacorubi,C11C010252,H074,CASAN,Florianópolis - Outros,CCA 2,1,0,0,0,1,36104.0,36677,573.0,MÉDIO,MÉDIA,8244.55,0.0,-779.12,0.0,0,7465.43,10,2022-10-20
1991,H076 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2297361,CCA - Cidade das Abelhas ,A10C001421,H076,CASAN,Florianópolis - Outros,"Cidade das Abelhas  Rod. Virgílio Várzea, 2600",1,0,0,0,1,686.0,719,33.0,LIDO,MÉDIA,419.95,0.0,-39.69,0.0,0,380.26,10,2022-10-20
1992,H081 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2295652,SEAD - TV UFSC,B17C002628,H081,CASAN,Florianópolis - Outros,Rua Presidente Coutinho,1,0,0,0,1,1456.0,1519,63.0,LIDO,0,854.65,854.65,-161.53,0.0,0,1547.77,10,2022-10-20
1993,H082 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,5716594,CCA - Tapera,C11C010040,H082,CASAN,Florianópolis - Outros,CCA Tapera - Fazenda Experimental da Ressacada,1,0,0,0,1,20415.0,20626,211.0,LIDO,0,2999.17,0.0,-283.42,0.0,0,2715.75,10,2022-10-20
1994,H083 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,6997937,Casa da Arte,A16S368708,H083,CASAN,Florianópolis - Outros,Casa da Arte,1,0,0,0,1,325.0,334,9.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,81.52,81.52,-15.41,0.0,0,147.63,10,2022-10-20
1995,H084 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,9197419,CCA - Barra da Lagoa - EMEB-AQI,B11C024230,H084,CASAN,Florianópolis - Outros,LMM Área de produção,1,0,0,0,1,7224.0,7332,108.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,1506.7,1506.7,-3013.4,0.0,0,0.0,10,2022-10-20
1996,H085 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,12791172,SECARTE - Praia do Forte,Y11C048501,H085,CASAN,Florianópolis - Outros,Fortaleza de São José da Ponta Grossa,1,0,0,0,1,1350.0,1350,0.0,LIDO,HIDRÔMETRO PARADO,35.08,0.0,-3.31,0.0,0,31.77,10,2022-10-20
1997,H086 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,12799408,UFSC  Jurerê,Y11C056745,H086,CASAN,Florianópolis - Outros,UFSC  Jurerê,1,0,0,0,1,424.0,443,19.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,217.09,0.0,-20.51,0.0,0,196.58,10,2022-10-20
1998,H087 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,13018540,UFSC  Sambaqui,A06S080329,H087,CASAN,Florianópolis - Outros,UFSC  Sambaqui,1,0,0,0,1,1219.0,1268,49.0,LIDO,0,651.79,0.0,-61.6,0.0,0,590.19,10,2022-10-20
1999,H088 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2294605,Casa Vida e Saúde,Y11C073654,H088,CASAN,Florianópolis - Outros,Casa Vida e Saúde,1,0,0,0,1,113.0,115,2.0,LIDO,0,45.4,45.4,-8.58,0.0,0,82.22,10,2022-10-20
2000,H089 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2347660,CCA - Barra da Lagoa - EMEB-AQI,B17C007633,H089,CASAN,Florianópolis - Outros,"LAPOM, LAPMAR, LCM, LCA",1,0,0,0,1,5400.0,5538,138.0,LIDO,0,1941.4,1941.4,-366.92,0.0,0,3515.88,10,2022-10-20
2001,H090 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,2347679,CCA - Barra da Lagoa - EMEB-AQI,A15C030480,H090,CASAN,Florianópolis - Outros,"LMM - Guarita, convivência, oficina e escritórios",1,0,0,0,1,262.0,265,3.0,LIDO,0,50.56,50.56,-9.55,0.0,0,91.57,10,2022-10-20
2002,H106 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,14948508,CCA - Araquari - Barra do Sul,B11C061116,H106,CASAN,Araquari,Fazenda UFSC/Yakult - Lab. de Camarões Marinhos,1,0,0,0,1,3250.0,3280,30.0,LIDO,0,376.48,0.0,-35.57,0.0,0,340.91,10,2022-10-20
2003,H108 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Joinville - Perini B. P.,A15B040774,H108,Condomínio Perini,Joinville,Bloco U - RU LAV,0,0,1,0,1,3012.0,3062,50.0,LIDO,0,536.5,429.2,0.0,0.0,0,965.7,10,2022-10-20
2004,H109 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Joinville - Perini B. P.,F17B900021,H109,Condomínio Perini,Joinville,Bloco O - O1,0,0,1,0,1,110.0,201,91.0,LIDO,0,976.43,781.14,0.0,0.0,0,1757.57,10,2022-10-20
2005,H110 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Joinville - Perini B. P.,F17B900028,H110,Condomínio Perini,Joinville,Bloco U - RU,0,0,1,0,1,3466.0,3597,131.0,LIDO,0,1405.63,1124.5,0.0,0.0,0,2530.13,10,2022-10-20
2006,H111 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Joinville - Perini B. P.,C16UB020205,H111,Condomínio Perini,Joinville,Bloco U - U,0,0,1,0,1,2565.0,276,276.0,LIDO,Hidrômetro modificado,2961.48,2369.18,0.0,0.0,0,5330.66,10,2022-10-20
2007,H112 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Joinville - Perini B. P.,,H112,Condomínio Perini,Joinville,Tunel de Vento - LAB 01,0,0,1,0,1,7.0,8,1.0,LIDO,0,107.3,85.84,0.0,0.0,0,193.14,10,2022-10-20
2008,H130 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Sapiens Park,,H130,Condomínio Sapiens Park,Florianópolis - Outros,Sapiens Park - INPETRO,1,0,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,10,2022-10-20
2009,H131 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,0,Sapiens Park,,H131,Condomínio Sapiens Park,Florianópolis - Outros,Sapiens Park - Fotovoltaica,1,0,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,10,2022-10-20
2010,H200 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,15431797,Centro,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,1,0,0,0,1,875.0,950,75.0,LIDO,0,1028.53,0.0,-97.20999999999998,0.0,0,931.32,10,2022-10-20
2011,H201 2022 Outubro,Medidor não instalado,2022,Outubro,0,Área Sede,,H201,Interno,Curitibanos,Curitibanos SEDE - Água Subterrânea,1,0,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,10,2022-10-20
2012,H202 2022 Outubro,Medidor não instalado,2022,Outubro,0,Área Sede,,H202,Interno,Curitibanos,Curitibanos SEDE - ETE,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,10,2022-10-20
2013,H300 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,196916,Araranguá,A15L279126,H300,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Mato Alto,1,0,0,0,1,3302.0,3333,31.0,lido,0,375.29,0.0,0.0,0.0,0,375.29,10,2022-10-20
2014,H301 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,104043,Araranguá,A14S540581,H301,SAMAE ARARANGUÁ,Araranguá,SAMAE Araranguá  Campo de Futebol,1,0,0,0,1,650.0,650,10.0,0,0,96.81,0.0,0.0,0.0,0,96.81,10,2022-10-20
2015,H401 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,38988,Blumenau,A12S141289,H401,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2750",1,0,0,0,1,1567.0,1684,117.0,LIDO,0,790.92,952.49,-90.01,0.0,0,1653.4,10,2022-10-20
2016,H402 2022 Outubro,Medidor faturado pela UFSC,2022,Outubro,55308,Blumenau,Y17AA00025980,H402,SAMAE BLUMENAU,Blumenau,"SAMAE Blumenau  Rua João Pessoa, 2514",1,0,0,0,1,1501.0,1540,39.0,LIDO,0,241.02,290.04,-27.41,0.0,0,503.65,10,2022-10-20
2017,H001 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297094,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1,0,0,0,1,645.0,663,18.0,LIDO,0,202.6,0.0,-19.15,0.0,0,183.45,9,2022-09-20
2018,H002 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297116,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1,0,1,0,2,1877.0,1948,71.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,912.35,0.0,-86.21,0.0,0,826.14,9,2022-09-20
2019,H003 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297124,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1,0,0,0,1,1509.0,1809,300.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,4288.78,0.0,-405.29,0.0,0,3883.49,9,2022-09-20
2020,H004 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297086,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1,0,0,0,1,496.0,508,12.0,LIDO,0,115.66,0.0,-10.93,0.0,0,104.73,9,2022-09-20
2021,H005 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297078,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1,0,0,0,1,2669.0,3126,457.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,6563.71,0.0,-620.27,0.0,0,5943.44,9,2022-09-20
2022,H006 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,9185569,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1,0,0,0,1,15.0,15,0.0,LIDO,HIDRÔMETRO PARADO,35.08,0.0,-3.31,0.0,0,31.77,9,2022-09-20
2023,H007 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,9185550,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1,0,0,0,1,4600.0,4747,147.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,2071.81,0.0,-195.79,0.0,0,1876.02,9,2022-09-20
2024,H008 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297159,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1,0,0,0,1,49364.0,49783,419.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,6013.09,0.0,-568.24,0.0,0,5444.85,9,2022-09-20
2025,H009 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297140,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1,0,0,0,1,125.0,127,2.0,LIDO,0,45.4,0.0,-4.29,0.0,0,41.11,9,2022-09-20
2026,H010 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2297132,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1,0,0,0,1,1912.0,1940,28.0,LIDO,0,347.5,0.0,-32.85,0.0,0,314.65,9,2022-09-20
2027,H011 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,8149615,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1,0,0,0,1,38018.0,38293,275.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,3926.53,0.0,-371.06,0.0,0,3555.47,9,2022-09-20
2028,H014 2022 Setembro,Medidor não faturado pela UFSC,2022,Setembro,2296969,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51,0,6,1,58,70006.0,76353,6347.0,MÉDIO,CONFIRMAÇÃO LEITURA,89924.87,89924.87,-16995.8,0.0,0,162853.94,9,2022-09-20
2029,H015 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296918,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1,0,0,0,1,154.0,178,24.0,MÉDIO,0,289.54,289.54,-54.72,0.0,0,524.36,9,2022-09-20
2030,H017 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296950,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1,0,0,0,1,11618.0,12008,390.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,5592.88,5592.88,-1057.06,0.0,0,10128.7,9,2022-09-20
2031,H018 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296640,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1,0,0,0,1,4413.0,4454,41.0,MÉDIO,0,535.87,535.87,-101.28,0.0,0,970.46,9,2022-09-20
2032,H019 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,9097821,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1,0,1,0,2,7801.0,7922,121.0,MÉDIO,0,1676.12,1676.12,-316.79,0.0,0,3035.45,9,2022-09-20
2033,H020 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296829,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1,0,0,0,1,10859.0,11005,146.0,MÉDIO,0,2057.32,2057.32,-388.84,0.0,0,3725.8,9,2022-09-20
2034,H021 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296632,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2,0,0,0,2,5711.0,5794,83.0,MÉDIO,0,1086.23,1086.23,-2172.46,0.0,0,0.0,9,2022-09-20
2035,H023 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296934,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1,0,0,0,1,13784.0,13875,91.0,MÉDIO,0,1260.37,1260.37,-2003.37,0.0,0,517.37,9,2022-09-20
2036,H024 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296926,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1,0,1,0,2,24.0,24,0.0,MÉDIO,0,70.16,70.16,-13.26,0.0,0,127.06,9,2022-09-20
2037,H025 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296900,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1,0,0,0,1,15509.0,15789,280.0,MÉDIO,0,3998.98,3998.98,-755.81,0.0,0,7242.15,9,2022-09-20
2038,H026 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,9912770,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1,0,0,0,1,2320.0,2372,52.0,MÉDIO,0,695.26,695.26,-131.41,0.0,0,1259.11,9,2022-09-20
2039,H027 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,16701186,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1,0,0,0,1,57757.0,58171,414.0,MÉDIO,0,5940.64,5940.64,-1122.78,0.0,0,10758.5,9,2022-09-20
2040,H028 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,6205615,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1,0,0,0,1,1420.0,1647,227.0,MÉDIO,0,3231.01,3231.01,-610.66,0.0,0,5851.36,9,2022-09-20
2041,H029 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,7297220,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1,0,0,0,1,206.0,213,7.0,LIDO,0,71.2,71.2,-13.46,0.0,0,128.94,9,2022-09-20
2042,H030 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296276,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0,30,0,0,30,19979.0,19979,0.0,LIDO,HIDRÔMETRO PARADO,1052.4,1052.4,-198.9,0.0,0,1905.9,9,2022-09-20
2043,H032 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296659,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1,0,0,0,1,23980.0,24895,915.0,MÉDIO,0,13200.13,13200.13,-2494.82,0.0,0,23905.44,9,2022-09-20
2044,H033 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296667,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1,0,1,0,2,965.0,1092,127.0,MÉDIO,0,1774.28,1774.28,-335.35,0.0,0,3213.21,9,2022-09-20
2045,H034 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,8416621,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1,0,0,0,1,1918.0,2108,190.0,MÉDIO,0,2694.88,2694.88,-509.33,0.0,0,4880.43,9,2022-09-20
2046,H035 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296845,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1,0,0,0,1,80.0,91,11.0,MÉDIO,0,101.17,101.17,-19.12,0.0,0,183.22,9,2022-09-20
2047,H037 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,6435548,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1,0,0,1,2,1249.0,1343,94.0,MÉDIO,0,1245.62,1245.62,-235.42,0.0,0,2255.82,9,2022-09-20
2048,H038 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296683,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1,0,0,0,1,5394.0,6046,652.0,MÉDIO,0,9389.26,9389.26,-1774.58,0.0,0,17003.94,9,2022-09-20
2049,H040 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296691,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1,0,0,0,1,42383.0,42746,363.0,MÉDIO,0,5201.65,5201.65,-983.11,0.0,0,9420.19,9,2022-09-20
2050,H041 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296810,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1,0,1,0,2,13818.0,13866,48.0,MÉDIO,0,579.08,579.08,-109.44,0.0,0,1048.72,9,2022-09-20
2051,H042 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296802,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1,0,0,0,1,9294.0,9297,3.0,MÉDIO,0,50.56,50.56,-9.55,0.0,0,91.57,9,2022-09-20
2052,H043 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,6816860,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1,0,0,0,1,10.0,11,1.0,0,0,40.24,40.24,-7.59,0.0,0,72.89,9,2022-09-20
2053,H044 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296896,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1,0,0,0,1,5153.0,5197,44.0,MÉDIO,0,579.34,579.34,-109.5,0.0,0,1049.18,9,2022-09-20
2054,H045 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296772,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1,0,0,0,1,215.0,238,23.0,MÉDIO,0,275.05,275.05,-51.98,0.0,0,498.12,9,2022-09-20
2055,H046 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296780,Trindade,B10C017966,H046,CASAN,Florianópolis - Trindade,CCB Botânica,1,0,0,0,1,5227.0,5333,106.0,MÉDIO,0,1477.72,1477.72,-279.28,0.0,0,2676.16,9,2022-09-20
2056,H047 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296837,Trindade,C11C009598,H047,CASAN,Florianópolis - Trindade,NDI e MArquE,1,0,0,0,1,12561.0,12779,218.0,MÉDIO,0,3100.6,3100.6,-586.02,0.0,0,5615.18,9,2022-09-20
2057,H048 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296764,Trindade,C11C001910,H048,CASAN,Florianópolis - Trindade,Centro de Filosofia e Humanas 1,1,0,0,0,1,29757.0,29885,128.0,MÉDIO,0,1796.5,1796.5,-339.53,0.0,0,3253.47,9,2022-09-20
2058,H049 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,9197478,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1,0,0,0,1,4561.0,678,691.0,MÉDIO,0,9954.37,9954.37,-1881.38,0.0,0,18027.36,9,2022-09-20
2059,H050 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296748,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1,0,0,0,1,4220.0,4338,118.0,MÉDIO,0,1651.6,1651.6,-312.15,0.0,0,2991.05,9,2022-09-20
2060,H051 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296756,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,1,0,4,0,5,308.0,327,19.0,MÉDIO,0,273.44,273.44,-51.68,0.0,0,495.2,9,2022-09-20
2061,H053 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296713,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1,0,0,0,1,16680.0,17232,552.0,MÉDIO,0,7940.26,7940.26,-1500.71,0.0,0,14379.81,9,2022-09-20
2062,H054 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,6923020,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1,0,0,0,1,1416.0,1537,121.0,MÉDIO,0,1695.07,1695.07,-320.37,0.0,0,3069.77,9,2022-09-20
2063,H055 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296705,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1,0,1,0,2,25130.0,26235,1105.0,MÉDIO,0,17774.36,17774.36,-3359.36,0.0,0,32189.36,9,2022-09-20
2064,H056 2022 Setembro,Medidor faturado pela UFSC,2022,Setembro,2296721,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1,0,1,0,2,85486.0,86550,1064.0,MÉDIO,0,17103.6,17103.6,-3232.59,0.0,0,30974.61,9,2022-09-20
